NO_ASET,SUB_ASET,NAMA_ASET,KELAS_ASET,KODE_CABANG,PUSAT_BIAYA,TGL_KAPITALISASI,TGL_MULAI_PENYUSUTAN,DIMENSI_NILAI,DIMENSI_SATUAN,CREATED_BY,CREATED_ON,MODIFIED_BY,MODIFIED_ON,STATUS,PERIODE,TAHUN,GROUPCLASSES_ID,GROUPASSET_ID,SISA_MANFAAT,PROFIT_CENTER

