NO_ASET,SUB_ASET,NO_ITEM,NJOP,NO_PBB,TGL_PBB,CREATED_BY,CREATED_ON,MODIFIED_BY,MODIFIED_ON,PERIODE,TAHUN,KETERANGAN_PBB
120507000923,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,123,Tue Oct 24 2023 11:21:29 GMT+0700 (Western Indonesia Time),6,2023,
120507000920,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,123,Mon Oct 23 2023 10:31:58 GMT+0700 (Western Indonesia Time),6,2023,
120507000922,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,123,Mon Oct 23 2023 10:32:30 GMT+0700 (Western Indonesia Time),6,2023,
120508000096,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,133,Mon Dec 04 2023 11:09:07 GMT+0700 (Western Indonesia Time),6,2023,
120506004827,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,140,Wed Dec 06 2023 17:38:54 GMT+0700 (Western Indonesia Time),6,2023,
120504002551,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,181,Sat Dec 09 2023 10:35:35 GMT+0700 (Western Indonesia Time),6,2023,
120504002024,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,119,Wed Nov 22 2023 08:03:48 GMT+0700 (Western Indonesia Time),6,2023,
120401000150,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,166,Wed Nov 08 2023 15:53:12 GMT+0700 (Western Indonesia Time),6,2023,
120506000577,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,128,Wed Nov 15 2023 11:09:54 GMT+0700 (Western Indonesia Time),6,2023,
120501000113,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,166,Fri Sep 22 2023 14:26:13 GMT+0700 (Western Indonesia Time),6,2023,
120506000578,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,128,Wed Nov 15 2023 11:26:50 GMT+0700 (Western Indonesia Time),6,2023,
120502001179,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,128,Sun Nov 05 2023 08:09:13 GMT+0700 (Western Indonesia Time),6,2023,
120508000681,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,222,Wed Dec 20 2023 15:15:55 GMT+0700 (Western Indonesia Time),6,2023,
120502001165,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,128,Sun Nov 05 2023 08:03:43 GMT+0700 (Western Indonesia Time),6,2023,
120502001180,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,128,Wed Nov 15 2023 13:35:53 GMT+0700 (Western Indonesia Time),6,2023,
120502001181,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,128,Wed Nov 15 2023 13:36:12 GMT+0700 (Western Indonesia Time),6,2023,
120502004661,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,128,Wed Nov 15 2023 13:36:29 GMT+0700 (Western Indonesia Time),6,2023,
120501000151,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,141,Fri Sep 22 2023 14:52:46 GMT+0700 (Western Indonesia Time),6,2023,
120507000734,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,149,Mon Sep 25 2023 08:02:09 GMT+0700 (Western Indonesia Time),6,2023,
120506002521,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,119,Fri Nov 24 2023 14:19:33 GMT+0700 (Western Indonesia Time),6,2023,
120506003016,0,1,122224000,117108001400301120,Mon Oct 31 2022 00:00:00 GMT+0700 (Western Indonesia Time),,,119,Wed Nov 22 2023 15:56:27 GMT+0700 (Western Indonesia Time),6,2023,Lunas
120502004470,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,149,Mon Sep 25 2023 11:40:42 GMT+0700 (Western Indonesia Time),6,2023,
120502001350,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,149,Mon Sep 25 2023 11:49:04 GMT+0700 (Western Indonesia Time),6,2023,
120506000727,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,128,Wed Nov 15 2023 13:23:07 GMT+0700 (Western Indonesia Time),6,2023,
120501000132,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,173,Mon Sep 25 2023 13:45:46 GMT+0700 (Western Indonesia Time),6,2023,
120502004690,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,128,Wed Nov 15 2023 13:35:02 GMT+0700 (Western Indonesia Time),6,2023,
120502004691,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,128,Wed Nov 15 2023 13:35:19 GMT+0700 (Western Indonesia Time),6,2023,
120401000032,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,173,Mon Sep 25 2023 14:31:13 GMT+0700 (Western Indonesia Time),6,2023,
120501000133,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,173,Mon Sep 25 2023 14:32:00 GMT+0700 (Western Indonesia Time),6,2023,
120502004692,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,128,Wed Nov 15 2023 13:43:25 GMT+0700 (Western Indonesia Time),6,2023,
120502004693,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,128,Wed Nov 15 2023 13:43:42 GMT+0700 (Western Indonesia Time),6,2023,
120501000117,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,166,Tue Sep 26 2023 07:33:13 GMT+0700 (Western Indonesia Time),6,2023,
120501000118,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,166,Tue Sep 26 2023 07:34:02 GMT+0700 (Western Indonesia Time),6,2023,
120501000119,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,166,Tue Sep 26 2023 07:35:27 GMT+0700 (Western Indonesia Time),6,2023,
120506000687,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,166,Tue Sep 26 2023 07:37:03 GMT+0700 (Western Indonesia Time),6,2023,
120506000688,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,166,Tue Sep 26 2023 07:37:33 GMT+0700 (Western Indonesia Time),6,2023,
120502000686,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,166,Tue Sep 26 2023 07:40:58 GMT+0700 (Western Indonesia Time),6,2023,
120502004880,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,166,Tue Sep 26 2023 07:41:25 GMT+0700 (Western Indonesia Time),6,2023,
120506000555,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,173,Tue Sep 26 2023 07:58:01 GMT+0700 (Western Indonesia Time),6,2023,
120501000149,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,173,Tue Sep 26 2023 07:59:01 GMT+0700 (Western Indonesia Time),6,2023,
120501000274,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,173,Tue Sep 26 2023 08:00:34 GMT+0700 (Western Indonesia Time),6,2023,
120506000573,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,173,Tue Sep 26 2023 08:31:05 GMT+0700 (Western Indonesia Time),6,2023,
120506001420,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,149,Tue Sep 26 2023 08:46:05 GMT+0700 (Western Indonesia Time),6,2023,
120506000816,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,173,Tue Sep 26 2023 14:17:00 GMT+0700 (Western Indonesia Time),6,2023,
120508000153,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,1,Wed Nov 15 2023 15:11:29 GMT+0700 (Western Indonesia Time),6,2023,
120506001373,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,127,Fri Dec 01 2023 16:16:18 GMT+0700 (Western Indonesia Time),6,2023,
120506000663,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,127,Fri Dec 01 2023 16:18:37 GMT+0700 (Western Indonesia Time),6,2023,
120502004875,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,127,Tue Dec 05 2023 10:58:43 GMT+0700 (Western Indonesia Time),6,2023,
120504003408,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,127,Thu Dec 07 2023 10:32:47 GMT+0700 (Western Indonesia Time),6,2023,
120505000459,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,127,Wed Dec 13 2023 11:50:21 GMT+0700 (Western Indonesia Time),6,2023,
120505000461,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,127,Wed Dec 13 2023 10:27:55 GMT+0700 (Western Indonesia Time),6,2023,
120505002304,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,127,Wed Dec 13 2023 10:34:56 GMT+0700 (Western Indonesia Time),6,2023,
120506001329,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,127,Mon Dec 18 2023 12:12:01 GMT+0700 (Western Indonesia Time),6,2023,
120505000462,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,127,Wed Dec 13 2023 11:51:39 GMT+0700 (Western Indonesia Time),6,2023,
120505001139,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,127,Wed Dec 13 2023 11:56:22 GMT+0700 (Western Indonesia Time),6,2023,
120506000646,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,127,Wed Dec 13 2023 11:04:07 GMT+0700 (Western Indonesia Time),6,2023,
120506000660,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,127,Wed Dec 13 2023 11:56:54 GMT+0700 (Western Indonesia Time),6,2023,
120506000661,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,127,Wed Dec 13 2023 10:29:41 GMT+0700 (Western Indonesia Time),6,2023,
120506001328,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,127,Wed Dec 13 2023 10:29:13 GMT+0700 (Western Indonesia Time),6,2023,
120509000138,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,127,Wed Dec 13 2023 11:44:12 GMT+0700 (Western Indonesia Time),6,2023,
120507000389,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,127,Wed Dec 13 2023 11:28:50 GMT+0700 (Western Indonesia Time),6,2023,
120507000924,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,127,Wed Dec 13 2023 11:42:28 GMT+0700 (Western Indonesia Time),6,2023,
120507000925,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,127,Wed Dec 13 2023 11:43:09 GMT+0700 (Western Indonesia Time),6,2023,
120501000356,0,1,0,737113000300104700,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,144,Sat Nov 11 2023 12:38:21 GMT+0700 (Western Indonesia Time),6,2023,0
120508000093,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,1,Wed Nov 15 2023 11:14:52 GMT+0700 (Western Indonesia Time),6,2023,
120502004663,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,128,Wed Nov 15 2023 13:37:02 GMT+0700 (Western Indonesia Time),6,2023,
120506001793,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,144,Sat Nov 11 2023 19:19:18 GMT+0700 (Western Indonesia Time),6,2023,
120506001794,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,144,Sat Nov 11 2023 19:18:25 GMT+0700 (Western Indonesia Time),6,2023,
120506001804,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,144,Sat Nov 11 2023 19:00:06 GMT+0700 (Western Indonesia Time),6,2023,
120505000513,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,188,Tue Oct 03 2023 08:45:43 GMT+0700 (Western Indonesia Time),6,2023,
120505000501,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,194,Fri Dec 01 2023 11:14:33 GMT+0700 (Western Indonesia Time),6,2023,
120502004490,0,1,394000,357403001100100100,Mon Jan 03 2022 00:00:00 GMT+0700 (Western Indonesia Time),,,149,Tue Oct 03 2023 11:45:29 GMT+0700 (Western Indonesia Time),6,2023,Luas Gudang 2520 m
120505000296,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,149,Wed Oct 04 2023 08:20:23 GMT+0700 (Western Indonesia Time),6,2023,
120506000324,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,149,Wed Oct 04 2023 08:29:41 GMT+0700 (Western Indonesia Time),6,2023,
120506000325,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,149,Wed Oct 04 2023 08:31:37 GMT+0700 (Western Indonesia Time),6,2023,
120506000387,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,149,Wed Oct 04 2023 16:50:47 GMT+0700 (Western Indonesia Time),6,2023,
120507000322,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,123,Wed Oct 04 2023 22:26:53 GMT+0700 (Western Indonesia Time),6,2023,
120506000525,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,123,Tue Oct 31 2023 19:21:43 GMT+0700 (Western Indonesia Time),6,2023,
120506000496,0,1,2779000,337409000800100030,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,123,Tue Oct 24 2023 20:33:18 GMT+0700 (Western Indonesia Time),6,2023,33.74.090.008.001.0006.0
120509000116,0,1,2779000,337409000800100030,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,123,Tue Oct 24 2023 21:32:06 GMT+0700 (Western Indonesia Time),6,2023,33.74.090.008.001.0006.0
120505000557,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,191,Wed Nov 29 2023 15:55:12 GMT+0700 (Western Indonesia Time),6,2023,
120501000415,0,1,1155197850,737112000100100000,Wed Mar 01 2023 00:00:00 GMT+0700 (Western Indonesia Time),,,144,Sat Nov 11 2023 13:14:54 GMT+0700 (Western Indonesia Time),6,2023,0
120502001964,0,1,1155197850,737112000100100000,Wed Mar 01 2023 00:00:00 GMT+0700 (Western Indonesia Time),,,144,Sat Nov 11 2023 13:31:33 GMT+0700 (Western Indonesia Time),6,2023,
120502001968,0,1,1155197850,737113000300104700,Wed Mar 01 2023 00:00:00 GMT+0700 (Western Indonesia Time),,,144,Sat Nov 11 2023 13:36:10 GMT+0700 (Western Indonesia Time),6,2023,
120502001972,0,1,1155197850,737112000100100000,Wed Mar 01 2023 00:00:00 GMT+0700 (Western Indonesia Time),,,144,Sat Nov 11 2023 13:44:18 GMT+0700 (Western Indonesia Time),6,2023,
120505001344,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,305,Wed Oct 18 2023 09:53:30 GMT+0700 (Western Indonesia Time),6,2023,
120502001986,0,1,1155197850,737112000100100000,Wed Mar 01 2023 00:00:00 GMT+0700 (Western Indonesia Time),,,144,Sat Nov 11 2023 13:47:43 GMT+0700 (Western Indonesia Time),6,2023,
120505001346,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,305,Wed Oct 18 2023 09:55:19 GMT+0700 (Western Indonesia Time),6,2023,
120505001345,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,305,Wed Oct 18 2023 09:56:33 GMT+0700 (Western Indonesia Time),6,2023,
120505000385,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,305,Wed Oct 18 2023 09:57:58 GMT+0700 (Western Indonesia Time),6,2023,
120505001122,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,305,Wed Oct 18 2023 09:59:57 GMT+0700 (Western Indonesia Time),6,2023,
120505000421,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,305,Wed Oct 18 2023 10:03:01 GMT+0700 (Western Indonesia Time),6,2023,
120506000375,0,1,595000,357403000802800100,Tue Jan 03 2023 00:00:00 GMT+0700 (Western Indonesia Time),,,149,Wed Oct 18 2023 11:01:02 GMT+0700 (Western Indonesia Time),6,2023,Luas Bnagunan 100 m2
120504001135,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,144,Sun Nov 12 2023 13:12:43 GMT+0700 (Western Indonesia Time),6,2023,
120504001136,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,144,Sun Nov 12 2023 13:05:19 GMT+0700 (Western Indonesia Time),6,2023,
120504001141,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,144,Mon Nov 13 2023 13:43:24 GMT+0700 (Western Indonesia Time),6,2023,
120502001231,0,1,2779000,337409000800701250,Sat Apr 01 2023 00:00:00 GMT+0700 (Western Indonesia Time),,,123,Tue Oct 24 2023 14:00:26 GMT+0700 (Western Indonesia Time),6,2023,PBB Tahun 2023
120504001597,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,134,Fri Nov 03 2023 08:36:08 GMT+0700 (Western Indonesia Time),6,2023,
120505001630,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,134,Fri Nov 03 2023 08:41:25 GMT+0700 (Western Indonesia Time),6,2023,
120506002152,0,1,87000000,8808,Thu Mar 02 2023 00:00:00 GMT+0700 (Western Indonesia Time),,,134,Fri Nov 03 2023 12:09:40 GMT+0700 (Western Indonesia Time),6,2023,174 M2
120506001614,0,1,17115943200,8858,Tue Jan 01 2013 00:00:00 GMT+0700 (Western Indonesia Time),,,134,Fri Nov 03 2023 12:39:58 GMT+0700 (Western Indonesia Time),6,2023,1833000 M3
120506001615,0,1,17115943200,8858,Thu Feb 02 2023 00:00:00 GMT+0700 (Western Indonesia Time),,,134,Fri Nov 03 2023 13:38:47 GMT+0700 (Western Indonesia Time),6,2023,18611315
120506001616,0,1,17115943200,8858,Tue Jan 03 2023 00:00:00 GMT+0700 (Western Indonesia Time),,,134,Fri Nov 03 2023 21:25:26 GMT+0700 (Western Indonesia Time),6,2023,LUAS 18611315 M2
120506001617,0,1,1833000,8858,Tue Mar 01 2022 00:00:00 GMT+0700 (Western Indonesia Time),,,134,Fri Nov 03 2023 14:24:16 GMT+0700 (Western Indonesia Time),6,2023,LUAS 1833480
120502001761,0,1,8182512000,8858,Thu Feb 02 2023 00:00:00 GMT+0700 (Western Indonesia Time),,,134,Fri Nov 03 2023 14:32:16 GMT+0700 (Western Indonesia Time),6,2023,LUAS 1000 M2
120509000360,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,134,Fri Nov 03 2023 21:03:09 GMT+0700 (Western Indonesia Time),6,2023,
120509000361,0,1,185035288554,223858,Fri Mar 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),,,134,Fri Nov 03 2023 21:11:47 GMT+0700 (Western Indonesia Time),6,2023,172 m2
120509000362,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,134,Fri Nov 03 2023 21:20:42 GMT+0700 (Western Indonesia Time),6,2023,
120509000363,0,1,571059000,8854,Thu Mar 02 2023 00:00:00 GMT+0700 (Western Indonesia Time),,,134,Fri Nov 03 2023 21:40:32 GMT+0700 (Western Indonesia Time),6,2023,1209 m2
120501000322,0,1,17115943200,8858,Thu Mar 02 2023 00:00:00 GMT+0700 (Western Indonesia Time),,,134,Sat Nov 04 2023 17:33:12 GMT+0700 (Western Indonesia Time),6,2023,luasan 9315 m2
120501000325,0,1,1214961000,7862,Wed Mar 01 2023 00:00:00 GMT+0700 (Western Indonesia Time),,,134,Sat Nov 04 2023 23:12:34 GMT+0700 (Western Indonesia Time),6,2023,luas 4129 m2
120501000326,0,1,683000000,34,Mon Jan 02 2023 00:00:00 GMT+0700 (Western Indonesia Time),,,134,Sat Nov 04 2023 23:25:36 GMT+0700 (Western Indonesia Time),6,2023,LUAS 1009 M2
120501000327,0,1,1258500000,8853,Wed Mar 01 2023 00:00:00 GMT+0700 (Western Indonesia Time),,,134,Sun Nov 05 2023 08:15:03 GMT+0700 (Western Indonesia Time),6,2023,luas 2517 m2
120501000328,0,1,571059000,8854,Thu Mar 02 2023 00:00:00 GMT+0700 (Western Indonesia Time),,,134,Sun Nov 05 2023 08:36:49 GMT+0700 (Western Indonesia Time),6,2023,luas  738 m2
120501000329,0,1,1258500000,8853,Wed Mar 01 2023 00:00:00 GMT+0700 (Western Indonesia Time),,,134,Sun Nov 05 2023 08:44:03 GMT+0700 (Western Indonesia Time),6,2023,luas 2517 m2
120501000389,0,1,128050000,8841,Thu Nov 30 2017 00:00:00 GMT+0700 (Western Indonesia Time),,,134,Sun Nov 05 2023 09:44:41 GMT+0700 (Western Indonesia Time),6,2023,lluas 6217 m2
120501000434,0,1,17115943200,881,Sun Mar 05 2023 00:00:00 GMT+0700 (Western Indonesia Time),,,1,Thu Nov 02 2023 14:42:26 GMT+0700 (Western Indonesia Time),6,2023,18611315 m2
120504001172,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,144,Sun Nov 12 2023 14:36:22 GMT+0700 (Western Indonesia Time),6,2023,
120504001173,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,144,Sun Nov 12 2023 14:38:13 GMT+0700 (Western Indonesia Time),6,2023,
120504001174,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,144,Sun Nov 12 2023 14:40:09 GMT+0700 (Western Indonesia Time),6,2023,
120504001175,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,144,Sun Nov 12 2023 14:42:05 GMT+0700 (Western Indonesia Time),6,2023,
120504001179,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,144,Sun Nov 12 2023 14:57:54 GMT+0700 (Western Indonesia Time),6,2023,
120504001192,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,144,Tue Nov 14 2023 16:09:19 GMT+0700 (Western Indonesia Time),6,2023,
120504001186,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,144,Sun Nov 12 2023 15:08:06 GMT+0700 (Western Indonesia Time),6,2023,
120504001210,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,144,Mon Nov 13 2023 15:46:50 GMT+0700 (Western Indonesia Time),6,2023,
120504001211,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,144,Mon Nov 13 2023 15:47:07 GMT+0700 (Western Indonesia Time),6,2023,
120504001484,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,165,Tue Nov 14 2023 10:34:46 GMT+0700 (Western Indonesia Time),6,2023,
120502005178,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,123,Mon Dec 11 2023 12:22:41 GMT+0700 (Western Indonesia Time),6,2023,
120504002572,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,181,Thu Nov 30 2023 16:32:17 GMT+0700 (Western Indonesia Time),6,2023,
120506003877,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,176,Fri Oct 20 2023 15:39:07 GMT+0700 (Western Indonesia Time),6,2023,
120506003879,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,176,Fri Oct 20 2023 15:40:29 GMT+0700 (Western Indonesia Time),6,2023,
120506003878,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,176,Fri Oct 20 2023 15:40:09 GMT+0700 (Western Indonesia Time),6,2023,
120506003880,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,176,Fri Oct 20 2023 15:40:48 GMT+0700 (Western Indonesia Time),6,2023,
120506003881,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,176,Fri Oct 20 2023 15:41:10 GMT+0700 (Western Indonesia Time),6,2023,
120506003882,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,176,Fri Oct 20 2023 15:41:35 GMT+0700 (Western Indonesia Time),6,2023,
120506003883,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,176,Fri Oct 20 2023 15:49:11 GMT+0700 (Western Indonesia Time),6,2023,
120505002145,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,119,Fri Nov 24 2023 12:17:38 GMT+0700 (Western Indonesia Time),6,2023,
120502004843,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,128,Wed Nov 15 2023 14:20:14 GMT+0700 (Western Indonesia Time),6,2023,
120505000407,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,128,Wed Nov 01 2023 11:16:40 GMT+0700 (Western Indonesia Time),6,2023,
120508000553,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,228,Wed Nov 29 2023 14:51:59 GMT+0700 (Western Indonesia Time),6,2023,
120508000601,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,228,Wed Nov 29 2023 14:55:40 GMT+0700 (Western Indonesia Time),6,2023,
120506001418,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,149,Mon Sep 25 2023 15:57:03 GMT+0700 (Western Indonesia Time),6,2023,
120506001419,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,149,Mon Sep 25 2023 15:57:47 GMT+0700 (Western Indonesia Time),6,2023,
120506000374,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,149,Mon Sep 25 2023 15:58:48 GMT+0700 (Western Indonesia Time),6,2023,
120506000393,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,149,Mon Sep 25 2023 16:00:03 GMT+0700 (Western Indonesia Time),6,2023,
