NO_ASET,SUB_ASET,NILAI_SUSUT,AKUMULASI_PENYUSUTAN,NILAI_PEROLEHAN,NILAI_BUKU,NILAI_RESIDU,PERIODE,TAHUN,CREATED_BY,CREATED_ON,PENURUNAN_AKUMULASI_NILAI,PEMULIHAN_AKUMULASI_NILAI,AKUMULASI_PENYUSUTAN_NEW,PENYUSUTAN_SD_BLN_BERJALAN
120506001302,0,0,120,259032420,102490495,0,6,2023,1,Tue Sep 19 2023 14:54:08 GMT+0700 (Western Indonesia Time),,,,
120506001303,0,0,120,371617759,147036760,0,6,2023,1,Tue Sep 19 2023 14:54:08 GMT+0700 (Western Indonesia Time),,,,
120506001304,0,0,120,372487022,147380699,0,6,2023,1,Tue Sep 19 2023 14:54:08 GMT+0700 (Western Indonesia Time),,,,
120506001305,0,0,120,368101193,145645372,0,6,2023,1,Tue Sep 19 2023 14:54:08 GMT+0700 (Western Indonesia Time),,,,
120506001306,0,0,120,728608192,288285974,0,6,2023,1,Tue Sep 19 2023 14:54:08 GMT+0700 (Western Indonesia Time),,,,
120506001307,0,0,120,55316724,21886983,0,6,2023,1,Tue Sep 19 2023 14:54:08 GMT+0700 (Western Indonesia Time),,,,
120506001308,0,0,300,729300000,560151020,0,6,2023,1,Tue Sep 19 2023 14:54:08 GMT+0700 (Western Indonesia Time),,,,
120506001309,0,0,120,723643000,304050667,0,6,2023,1,Tue Sep 19 2023 14:54:08 GMT+0700 (Western Indonesia Time),,,,
120506001310,0,0,300,1,1,0,6,2023,1,Tue Sep 19 2023 14:54:08 GMT+0700 (Western Indonesia Time),,,,
120506001311,0,0,84,4578660000,874204618,0,6,2023,1,Tue Sep 19 2023 14:54:08 GMT+0700 (Western Indonesia Time),,,,
120506001312,0,0,300,4316239884,3301060264,0,6,2023,1,Tue Sep 19 2023 14:54:08 GMT+0700 (Western Indonesia Time),,,,
120506001313,0,0,300,2776320173,2168676230,0,6,2023,1,Tue Sep 19 2023 14:54:08 GMT+0700 (Western Indonesia Time),,,,
120506001314,0,0,12,360000000,7200000,0,6,2023,1,Tue Sep 19 2023 14:54:08 GMT+0700 (Western Indonesia Time),,,,
120506001315,0,0,84,3351791000,723986856,0,6,2023,1,Tue Sep 19 2023 14:54:08 GMT+0700 (Western Indonesia Time),,,,
120506001316,0,0,480,7721245719,6633515229,0,6,2023,1,Tue Sep 19 2023 14:54:08 GMT+0700 (Western Indonesia Time),,,,
120506001317,0,0,240,0,0,0,6,2023,1,Tue Sep 19 2023 14:54:08 GMT+0700 (Western Indonesia Time),,,,
120506001318,0,0,360,0,0,0,6,2023,1,Tue Sep 19 2023 14:54:08 GMT+0700 (Western Indonesia Time),,,,
120506001319,0,0,240,7648295455,5218284901,0,6,2023,1,Tue Sep 19 2023 14:54:08 GMT+0700 (Western Indonesia Time),,,,
120506001320,0,0,300,85953400,65414864,0,6,2023,1,Tue Sep 19 2023 14:54:08 GMT+0700 (Western Indonesia Time),,,,
120506001321,0,0,300,85953400,65414864,0,6,2023,1,Tue Sep 19 2023 14:54:08 GMT+0700 (Western Indonesia Time),,,,
120506001322,0,0,120,96530000,44500330,0,6,2023,1,Tue Sep 19 2023 14:54:08 GMT+0700 (Western Indonesia Time),,,,
120506001323,0,0,120,57200000,26369200,0,6,2023,1,Tue Sep 19 2023 14:54:08 GMT+0700 (Western Indonesia Time),,,,
120506001324,0,0,300,648696097,506718145,0,6,2023,1,Tue Sep 19 2023 14:54:08 GMT+0700 (Western Indonesia Time),,,,
120506001325,0,0,120,384200000,183391467,0,6,2023,1,Tue Sep 19 2023 14:54:08 GMT+0700 (Western Indonesia Time),,,,
120506001326,0,0,480,12520056342,10884102315,0,6,2023,1,Tue Sep 19 2023 14:54:08 GMT+0700 (Western Indonesia Time),,,,
120506001327,0,0,480,11345773512,9932751969,0,6,2023,1,Tue Sep 19 2023 14:54:08 GMT+0700 (Western Indonesia Time),,,,
120506001328,0,0,480,3103685437,2723483971,0,6,2023,1,Tue Sep 19 2023 14:54:08 GMT+0700 (Western Indonesia Time),,,,
120506001329,0,0,300,862394704,693365344,0,6,2023,1,Tue Sep 19 2023 14:54:08 GMT+0700 (Western Indonesia Time),,,,
120506001330,0,0,300,94356510,75862635,0,6,2023,1,Tue Sep 19 2023 14:54:08 GMT+0700 (Western Indonesia Time),,,,
120506001331,0,0,120,233866667,128821556,0,6,2023,1,Tue Sep 19 2023 14:54:08 GMT+0700 (Western Indonesia Time),,,,
120506001332,0,0,360,262000000,222059554,0,6,2023,1,Tue Sep 19 2023 14:54:08 GMT+0700 (Western Indonesia Time),,,,
120506001335,0,0,120,82800000,45609000,0,6,2023,1,Tue Sep 19 2023 14:54:08 GMT+0700 (Western Indonesia Time),,,,
120506001336,0,0,120,198428369,109300960,0,6,2023,1,Tue Sep 19 2023 14:54:08 GMT+0700 (Western Indonesia Time),,,,
120506001337,0,0,300,2740824133,2241734874,0,6,2023,1,Tue Sep 19 2023 14:54:08 GMT+0700 (Western Indonesia Time),,,,
120506001338,0,0,120,101032482,54087218,0,6,2023,1,Tue Sep 19 2023 14:54:08 GMT+0700 (Western Indonesia Time),,,,
120506001339,0,0,120,44019561,23565643,0,6,2023,1,Tue Sep 19 2023 14:54:08 GMT+0700 (Western Indonesia Time),,,,
120506001340,0,0,300,2959841739,2424487813,0,6,2023,1,Tue Sep 19 2023 14:54:08 GMT+0700 (Western Indonesia Time),,,,
120506001341,0,0,300,2959841739,2424487813,0,6,2023,1,Tue Sep 19 2023 14:54:08 GMT+0700 (Western Indonesia Time),,,,
120506001342,0,0,300,0,0,0,6,2023,1,Tue Sep 19 2023 14:54:08 GMT+0700 (Western Indonesia Time),,,,
120506001343,0,0,120,1113227176,600381495,0,6,2023,1,Tue Sep 19 2023 14:54:09 GMT+0700 (Western Indonesia Time),,,,
120506001344,0,0,300,677658094,551501500,0,6,2023,1,Tue Sep 19 2023 14:54:09 GMT+0700 (Western Indonesia Time),,,,
120506001345,0,0,480,5436167638,4823177187,0,6,2023,1,Tue Sep 19 2023 14:54:09 GMT+0700 (Western Indonesia Time),,,,
120506001775,0,0,300,25422061,692186,0,6,2023,1,Tue Sep 19 2023 14:54:17 GMT+0700 (Western Indonesia Time),,,,
120506001776,0,0,300,28259000,565180,0,6,2023,1,Tue Sep 19 2023 14:54:17 GMT+0700 (Western Indonesia Time),,,,
120506001777,0,0,300,51136667,1022733,0,6,2023,1,Tue Sep 19 2023 14:54:17 GMT+0700 (Western Indonesia Time),,,,
120506001778,0,0,300,12559000,497479,0,6,2023,1,Tue Sep 19 2023 14:54:17 GMT+0700 (Western Indonesia Time),,,,
120506001779,0,0,300,17479000,349580,0,6,2023,1,Tue Sep 19 2023 14:54:17 GMT+0700 (Western Indonesia Time),,,,
120506001780,0,0,300,17479000,349580,0,6,2023,1,Tue Sep 19 2023 14:54:17 GMT+0700 (Western Indonesia Time),,,,
120506001781,0,0,300,9104000,182080,0,6,2023,1,Tue Sep 19 2023 14:54:17 GMT+0700 (Western Indonesia Time),,,,
120506001782,0,0,300,9299000,185980,0,6,2023,1,Tue Sep 19 2023 14:54:17 GMT+0700 (Western Indonesia Time),,,,
120506001783,0,0,300,12559000,251180,0,6,2023,1,Tue Sep 19 2023 14:54:17 GMT+0700 (Western Indonesia Time),,,,
120506001784,0,0,300,9299000,185980,0,6,2023,1,Tue Sep 19 2023 14:54:17 GMT+0700 (Western Indonesia Time),,,,
120506001785,0,0,300,11848000,236960,0,6,2023,1,Tue Sep 19 2023 14:54:17 GMT+0700 (Western Indonesia Time),,,,
120506001786,0,0,300,4037000,109562,0,6,2023,1,Tue Sep 19 2023 14:54:17 GMT+0700 (Western Indonesia Time),,,,
120506001787,0,0,300,88544800,2343155,0,6,2023,1,Tue Sep 19 2023 14:54:17 GMT+0700 (Western Indonesia Time),,,,
120506001788,0,0,300,105744799,57374106,0,6,2023,1,Tue Sep 19 2023 14:54:17 GMT+0700 (Western Indonesia Time),,,,
120506001789,0,0,300,529450000,343048694,0,6,2023,1,Tue Sep 19 2023 14:54:17 GMT+0700 (Western Indonesia Time),,,,
120506001790,0,0,240,0,0,0,6,2023,1,Tue Sep 19 2023 14:54:17 GMT+0700 (Western Indonesia Time),,,,
120506001791,0,0,240,0,0,0,6,2023,1,Tue Sep 19 2023 14:54:17 GMT+0700 (Western Indonesia Time),,,,
120506001792,0,0,240,0,0,0,6,2023,1,Tue Sep 19 2023 14:54:17 GMT+0700 (Western Indonesia Time),,,,
120506002789,0,0,480,51480000,9219667,0,6,2023,1,Tue Sep 19 2023 14:54:28 GMT+0700 (Western Indonesia Time),,,,
120506002790,0,0,300,7331000,146620,0,6,2023,1,Tue Sep 19 2023 14:54:28 GMT+0700 (Western Indonesia Time),,,,
120506002791,0,0,300,3755000,75100,0,6,2023,1,Tue Sep 19 2023 14:54:28 GMT+0700 (Western Indonesia Time),,,,
120506002792,0,0,300,8046000,160920,0,6,2023,1,Tue Sep 19 2023 14:54:28 GMT+0700 (Western Indonesia Time),,,,
120506002793,0,0,300,8046000,160920,0,6,2023,1,Tue Sep 19 2023 14:54:28 GMT+0700 (Western Indonesia Time),,,,
120506002794,0,0,300,6973000,139460,0,6,2023,1,Tue Sep 19 2023 14:54:28 GMT+0700 (Western Indonesia Time),,,,
120506002795,0,0,240,132884363,2657687,0,6,2023,1,Tue Sep 19 2023 14:54:28 GMT+0700 (Western Indonesia Time),,,,
120506002796,0,0,240,59633545,1192671,0,6,2023,1,Tue Sep 19 2023 14:54:28 GMT+0700 (Western Indonesia Time),,,,
120506002797,0,0,240,6891000,137820,0,6,2023,1,Tue Sep 19 2023 14:54:28 GMT+0700 (Western Indonesia Time),,,,
120506002798,0,0,240,29938000,598760,0,6,2023,1,Tue Sep 19 2023 14:54:28 GMT+0700 (Western Indonesia Time),,,,
120506002799,0,0,240,889126000,17782520,0,6,2023,1,Tue Sep 19 2023 14:54:28 GMT+0700 (Western Indonesia Time),,,,
120506002800,0,0,480,11466620000,9495901650,0,6,2023,1,Tue Sep 19 2023 14:54:28 GMT+0700 (Western Indonesia Time),,,,
120506002801,0,0,480,17976000,2567682,0,6,2023,1,Tue Sep 19 2023 14:54:28 GMT+0700 (Western Indonesia Time),,,,
120506002802,0,0,480,47999091,9175200,0,6,2023,1,Tue Sep 19 2023 14:54:28 GMT+0700 (Western Indonesia Time),,,,
120506002803,0,0,120,93151000,16786387,0,6,2023,1,Tue Sep 19 2023 14:54:28 GMT+0700 (Western Indonesia Time),,,,
120506002804,0,0,480,149479000,56973885,0,6,2023,1,Tue Sep 19 2023 14:54:28 GMT+0700 (Western Indonesia Time),,,,
120506002805,0,0,120,26562727,531255,0,6,2023,1,Tue Sep 19 2023 14:54:28 GMT+0700 (Western Indonesia Time),,,,
120506002806,0,0,300,1771000,35420,0,6,2023,1,Tue Sep 19 2023 14:54:28 GMT+0700 (Western Indonesia Time),,,,
120506002807,0,0,300,557000,11140,0,6,2023,1,Tue Sep 19 2023 14:54:28 GMT+0700 (Western Indonesia Time),,,,
120506002808,0,0,300,973000,19460,0,6,2023,1,Tue Sep 19 2023 14:54:28 GMT+0700 (Western Indonesia Time),,,,
120506002809,0,0,300,232480909,85557749,0,6,2023,1,Tue Sep 19 2023 14:54:28 GMT+0700 (Western Indonesia Time),,,,
120506002810,0,0,300,0,0,0,6,2023,1,Tue Sep 19 2023 14:54:28 GMT+0700 (Western Indonesia Time),,,,
120506002811,0,0,300,33332000,666640,0,6,2023,1,Tue Sep 19 2023 14:54:28 GMT+0700 (Western Indonesia Time),,,,
120506002812,0,0,300,14410000,288200,0,6,2023,1,Tue Sep 19 2023 14:54:28 GMT+0700 (Western Indonesia Time),,,,
120506002813,0,0,300,23688000,473760,0,6,2023,1,Tue Sep 19 2023 14:54:28 GMT+0700 (Western Indonesia Time),,,,
120506002814,0,0,300,16779000,335580,0,6,2023,1,Tue Sep 19 2023 14:54:28 GMT+0700 (Western Indonesia Time),,,,
120506002815,0,0,300,23688000,473760,0,6,2023,1,Tue Sep 19 2023 14:54:28 GMT+0700 (Western Indonesia Time),,,,
120506002816,0,0,300,15792000,315840,0,6,2023,1,Tue Sep 19 2023 14:54:28 GMT+0700 (Western Indonesia Time),,,,
120506002817,0,0,300,13113000,262260,0,6,2023,1,Tue Sep 19 2023 14:54:28 GMT+0700 (Western Indonesia Time),,,,
120506002818,0,0,300,17766000,355320,0,6,2023,1,Tue Sep 19 2023 14:54:28 GMT+0700 (Western Indonesia Time),,,,
120506002819,0,0,300,13113000,262260,0,6,2023,1,Tue Sep 19 2023 14:54:28 GMT+0700 (Western Indonesia Time),,,,
120506002820,0,0,300,29451547,589031,0,6,2023,1,Tue Sep 19 2023 14:54:28 GMT+0700 (Western Indonesia Time),,,,
120506002821,0,0,300,26067545,521351,0,6,2023,1,Tue Sep 19 2023 14:54:28 GMT+0700 (Western Indonesia Time),,,,
120506002822,0,0,300,66854818,1337096,0,6,2023,1,Tue Sep 19 2023 14:54:28 GMT+0700 (Western Indonesia Time),,,,
120506002823,0,0,300,66854817,1337096,0,6,2023,1,Tue Sep 19 2023 14:54:28 GMT+0700 (Western Indonesia Time),,,,
120506002824,0,0,300,26067545,521351,0,6,2023,1,Tue Sep 19 2023 14:54:28 GMT+0700 (Western Indonesia Time),,,,
120506002825,0,0,300,7106000,142120,0,6,2023,1,Tue Sep 19 2023 14:54:28 GMT+0700 (Western Indonesia Time),,,,
120506002826,0,0,300,7106000,142120,0,6,2023,1,Tue Sep 19 2023 14:54:28 GMT+0700 (Western Indonesia Time),,,,
120506002827,0,0,300,9870000,197400,0,6,2023,1,Tue Sep 19 2023 14:54:28 GMT+0700 (Western Indonesia Time),,,,
120506002828,0,0,300,9870000,197400,0,6,2023,1,Tue Sep 19 2023 14:54:28 GMT+0700 (Western Indonesia Time),,,,
120506002829,0,0,300,9870000,197400,0,6,2023,1,Tue Sep 19 2023 14:54:28 GMT+0700 (Western Indonesia Time),,,,
120506002830,0,0,300,9870000,197400,0,6,2023,1,Tue Sep 19 2023 14:54:28 GMT+0700 (Western Indonesia Time),,,,
120506002831,0,0,300,11844000,236880,0,6,2023,1,Tue Sep 19 2023 14:54:28 GMT+0700 (Western Indonesia Time),,,,
120506002832,0,0,300,181528182,3630564,0,6,2023,1,Tue Sep 19 2023 14:54:28 GMT+0700 (Western Indonesia Time),,,,
120506002833,0,0,60,2277104000,45542080,0,6,2023,1,Tue Sep 19 2023 14:54:28 GMT+0700 (Western Indonesia Time),,,,
120506002834,0,0,360,496500000,374974684,0,6,2023,1,Tue Sep 19 2023 14:54:28 GMT+0700 (Western Indonesia Time),,,,
120506002835,0,0,360,742928000,571792646,0,6,2023,1,Tue Sep 19 2023 14:54:28 GMT+0700 (Western Indonesia Time),,,,
120506002836,0,0,300,172663636,109301757,0,6,2023,1,Tue Sep 19 2023 14:54:28 GMT+0700 (Western Indonesia Time),,,,
120506002837,0,0,240,199700000,1000000,0,6,2023,1,Tue Sep 19 2023 14:54:28 GMT+0700 (Western Indonesia Time),,,,
120506002838,0,0,240,14588000,291760,0,6,2023,1,Tue Sep 19 2023 14:54:28 GMT+0700 (Western Indonesia Time),,,,
120506002839,0,0,480,1637414342,286961234,0,6,2023,1,Tue Sep 19 2023 14:54:28 GMT+0700 (Western Indonesia Time),,,,
120506002840,0,0,480,119894000,19896942,0,6,2023,1,Tue Sep 19 2023 14:54:28 GMT+0700 (Western Indonesia Time),,,,
120506002841,0,0,480,18258000,2801417,0,6,2023,1,Tue Sep 19 2023 14:54:28 GMT+0700 (Western Indonesia Time),,,,
120506002842,0,0,480,47307000,946140,0,6,2023,1,Tue Sep 19 2023 14:54:28 GMT+0700 (Western Indonesia Time),,,,
120506002843,0,0,480,22245000,2466782,0,6,2023,1,Tue Sep 19 2023 14:54:28 GMT+0700 (Western Indonesia Time),,,,
120506002844,0,0,480,14060000,281200,0,6,2023,1,Tue Sep 19 2023 14:54:28 GMT+0700 (Western Indonesia Time),,,,
120506002845,0,0,480,30678000,3864779,0,6,2023,1,Tue Sep 19 2023 14:54:28 GMT+0700 (Western Indonesia Time),,,,
120506002846,0,0,480,56880000,8727386,0,6,2023,1,Tue Sep 19 2023 14:54:28 GMT+0700 (Western Indonesia Time),,,,
120506002847,0,0,300,311729000,6234580,0,6,2023,1,Tue Sep 19 2023 14:54:28 GMT+0700 (Western Indonesia Time),,,,
120506002848,0,0,300,29870000,11136189,0,6,2023,1,Tue Sep 19 2023 14:54:28 GMT+0700 (Western Indonesia Time),,,,
120506002849,0,0,120,87100000,1742000,0,6,2023,1,Tue Sep 19 2023 14:54:28 GMT+0700 (Western Indonesia Time),,,,
120506002850,0,0,300,409349800,112623757,0,6,2023,1,Tue Sep 19 2023 14:54:28 GMT+0700 (Western Indonesia Time),,,,
120506002851,0,0,300,7623000,152460,0,6,2023,1,Tue Sep 19 2023 14:54:28 GMT+0700 (Western Indonesia Time),,,,
120506002852,0,0,300,7623000,152460,0,6,2023,1,Tue Sep 19 2023 14:54:28 GMT+0700 (Western Indonesia Time),,,,
120506002853,0,0,300,3920000,78400,0,6,2023,1,Tue Sep 19 2023 14:54:28 GMT+0700 (Western Indonesia Time),,,,
120506002854,0,0,300,6534000,130680,0,6,2023,1,Tue Sep 19 2023 14:54:28 GMT+0700 (Western Indonesia Time),,,,
120506002855,0,0,300,5445000,108900,0,6,2023,1,Tue Sep 19 2023 14:54:28 GMT+0700 (Western Indonesia Time),,,,
120506002856,0,0,300,8470000,169400,0,6,2023,1,Tue Sep 19 2023 14:54:28 GMT+0700 (Western Indonesia Time),,,,
120506002857,0,0,300,8470000,169400,0,6,2023,1,Tue Sep 19 2023 14:54:28 GMT+0700 (Western Indonesia Time),,,,
120506002858,0,0,300,8470000,169400,0,6,2023,1,Tue Sep 19 2023 14:54:28 GMT+0700 (Western Indonesia Time),,,,
120506002859,0,0,300,8470000,169400,0,6,2023,1,Tue Sep 19 2023 14:54:28 GMT+0700 (Western Indonesia Time),,,,
120506002860,0,0,300,8470000,169400,0,6,2023,1,Tue Sep 19 2023 14:54:28 GMT+0700 (Western Indonesia Time),,,,
120506002861,0,0,300,8470000,169400,0,6,2023,1,Tue Sep 19 2023 14:54:28 GMT+0700 (Western Indonesia Time),,,,
120506002862,0,0,300,13310000,266200,0,6,2023,1,Tue Sep 19 2023 14:54:28 GMT+0700 (Western Indonesia Time),,,,
120506002863,0,0,300,13310000,266200,0,6,2023,1,Tue Sep 19 2023 14:54:28 GMT+0700 (Western Indonesia Time),,,,
120506002864,0,0,300,5445000,108900,0,6,2023,1,Tue Sep 19 2023 14:54:28 GMT+0700 (Western Indonesia Time),,,,
120506002865,0,0,300,8470000,169400,0,6,2023,1,Tue Sep 19 2023 14:54:28 GMT+0700 (Western Indonesia Time),,,,
120506002866,0,0,300,3557000,71140,0,6,2023,1,Tue Sep 19 2023 14:54:28 GMT+0700 (Western Indonesia Time),,,,
120506002867,0,0,300,4235000,84700,0,6,2023,1,Tue Sep 19 2023 14:54:28 GMT+0700 (Western Indonesia Time),,,,
120506002868,0,0,300,2904000,58080,0,6,2023,1,Tue Sep 19 2023 14:54:28 GMT+0700 (Western Indonesia Time),,,,
120506002869,0,0,300,4235000,84700,0,6,2023,1,Tue Sep 19 2023 14:54:28 GMT+0700 (Western Indonesia Time),,,,
120506002870,0,0,300,5929000,118580,0,6,2023,1,Tue Sep 19 2023 14:54:28 GMT+0700 (Western Indonesia Time),,,,
120506002871,0,0,300,4235000,84700,0,6,2023,1,Tue Sep 19 2023 14:54:28 GMT+0700 (Western Indonesia Time),,,,
120506002872,0,0,300,4235000,84700,0,6,2023,1,Tue Sep 19 2023 14:54:28 GMT+0700 (Western Indonesia Time),,,,
120506002873,0,0,300,4235000,84700,0,6,2023,1,Tue Sep 19 2023 14:54:28 GMT+0700 (Western Indonesia Time),,,,
120506002874,0,0,300,3267000,65340,0,6,2023,1,Tue Sep 19 2023 14:54:28 GMT+0700 (Western Indonesia Time),,,,
120506002875,0,0,300,3267000,65340,0,6,2023,1,Tue Sep 19 2023 14:54:28 GMT+0700 (Western Indonesia Time),,,,
120506002876,0,0,300,3267000,65340,0,6,2023,1,Tue Sep 19 2023 14:54:28 GMT+0700 (Western Indonesia Time),,,,
120506002877,0,0,300,3267000,65340,0,6,2023,1,Tue Sep 19 2023 14:54:28 GMT+0700 (Western Indonesia Time),,,,
120506002878,0,0,300,3267000,65340,0,6,2023,1,Tue Sep 19 2023 14:54:28 GMT+0700 (Western Indonesia Time),,,,
120506002879,0,0,300,3267000,65340,0,6,2023,1,Tue Sep 19 2023 14:54:28 GMT+0700 (Western Indonesia Time),,,,
120506002880,0,0,300,181031684,3620634,0,6,2023,1,Tue Sep 19 2023 14:54:28 GMT+0700 (Western Indonesia Time),,,,
120506003900,0,0,300,22528800,450576,0,6,2023,1,Tue Sep 19 2023 14:54:39 GMT+0700 (Western Indonesia Time),,,,
120506003901,0,0,300,21307000,426140,0,6,2023,1,Tue Sep 19 2023 14:54:39 GMT+0700 (Western Indonesia Time),,,,
120506003902,0,0,300,17256760,345135,0,6,2023,1,Tue Sep 19 2023 14:54:39 GMT+0700 (Western Indonesia Time),,,,
120506003903,0,0,300,16824500,336490,0,6,2023,1,Tue Sep 19 2023 14:54:39 GMT+0700 (Western Indonesia Time),,,,
120506003904,0,0,300,9870000,197400,0,6,2023,1,Tue Sep 19 2023 14:54:39 GMT+0700 (Western Indonesia Time),,,,
120506003905,0,0,300,0,0,0,6,2023,1,Tue Sep 19 2023 14:54:39 GMT+0700 (Western Indonesia Time),,,,
120506003906,0,0,300,12368327,247367,0,6,2023,1,Tue Sep 19 2023 14:54:39 GMT+0700 (Western Indonesia Time),,,,
120506003907,0,0,300,1096640,21933,0,6,2023,1,Tue Sep 19 2023 14:54:39 GMT+0700 (Western Indonesia Time),,,,
120506003908,0,0,300,4827600,96552,0,6,2023,1,Tue Sep 19 2023 14:54:39 GMT+0700 (Western Indonesia Time),,,,
120506003909,0,0,120,4125000,82500,0,6,2023,1,Tue Sep 19 2023 14:54:39 GMT+0700 (Western Indonesia Time),,,,
120506003910,0,0,300,0,0,0,6,2023,1,Tue Sep 19 2023 14:54:39 GMT+0700 (Western Indonesia Time),,,,
120506003911,0,0,300,0,0,0,6,2023,1,Tue Sep 19 2023 14:54:39 GMT+0700 (Western Indonesia Time),,,,
120506003912,0,0,300,152252727,3045055,0,6,2023,1,Tue Sep 19 2023 14:54:39 GMT+0700 (Western Indonesia Time),,,,
120506003913,0,0,300,1999233933,39984679,0,6,2023,1,Tue Sep 19 2023 14:54:39 GMT+0700 (Western Indonesia Time),,,,
120506003914,0,0,300,5013668,100274,0,6,2023,1,Tue Sep 19 2023 14:54:39 GMT+0700 (Western Indonesia Time),,,,
120506003915,0,0,300,501374366,73902584,0,6,2023,1,Tue Sep 19 2023 14:54:39 GMT+0700 (Western Indonesia Time),,,,
120506003916,0,0,300,22600000,747305,0,6,2023,1,Tue Sep 19 2023 14:54:39 GMT+0700 (Western Indonesia Time),,,,
120506003917,0,0,300,0,0,0,6,2023,1,Tue Sep 19 2023 14:54:39 GMT+0700 (Western Indonesia Time),,,,
120506003918,0,0,300,163502182,18225054,0,6,2023,1,Tue Sep 19 2023 14:54:39 GMT+0700 (Western Indonesia Time),,,,
120506003919,0,0,300,72333000,9953029,0,6,2023,1,Tue Sep 19 2023 14:54:39 GMT+0700 (Western Indonesia Time),,,,
120506003920,0,0,300,428316,8566,0,6,2023,1,Tue Sep 19 2023 14:54:39 GMT+0700 (Western Indonesia Time),,,,
120506003921,0,0,300,0,0,0,6,2023,1,Tue Sep 19 2023 14:54:39 GMT+0700 (Western Indonesia Time),,,,
120506003922,0,0,300,0,0,0,6,2023,1,Tue Sep 19 2023 14:54:39 GMT+0700 (Western Indonesia Time),,,,
120506003923,0,0,300,1776433,35529,0,6,2023,1,Tue Sep 19 2023 14:54:39 GMT+0700 (Western Indonesia Time),,,,
120506003924,0,0,300,0,0,0,6,2023,1,Tue Sep 19 2023 14:54:39 GMT+0700 (Western Indonesia Time),,,,
120506003925,0,0,300,0,0,0,6,2023,1,Tue Sep 19 2023 14:54:39 GMT+0700 (Western Indonesia Time),,,,
120506003926,0,0,300,44683091,893662,0,6,2023,1,Tue Sep 19 2023 14:54:39 GMT+0700 (Western Indonesia Time),,,,
120506003927,0,0,300,22600000,747305,0,6,2023,1,Tue Sep 19 2023 14:54:39 GMT+0700 (Western Indonesia Time),,,,
120506003928,0,0,240,231692124,4633843,0,6,2023,1,Tue Sep 19 2023 14:54:39 GMT+0700 (Western Indonesia Time),,,,
120506003929,0,0,240,437257819,8745157,0,6,2023,1,Tue Sep 19 2023 14:54:39 GMT+0700 (Western Indonesia Time),,,,
120506003930,0,0,240,82665371,1653308,0,6,2023,1,Tue Sep 19 2023 14:54:39 GMT+0700 (Western Indonesia Time),,,,
120506003931,0,0,240,37400,748,0,6,2023,1,Tue Sep 19 2023 14:54:39 GMT+0700 (Western Indonesia Time),,,,
120506003932,0,0,240,3343450,66869,0,6,2023,1,Tue Sep 19 2023 14:54:39 GMT+0700 (Western Indonesia Time),,,,
120506003933,0,0,240,12414788,248296,0,6,2023,1,Tue Sep 19 2023 14:54:39 GMT+0700 (Western Indonesia Time),,,,
120506003934,0,0,240,4677297,93546,0,6,2023,1,Tue Sep 19 2023 14:54:39 GMT+0700 (Western Indonesia Time),,,,
120506003935,0,0,240,526240,10525,0,6,2023,1,Tue Sep 19 2023 14:54:39 GMT+0700 (Western Indonesia Time),,,,
120506003936,0,0,240,17940182,358804,0,6,2023,1,Tue Sep 19 2023 14:54:39 GMT+0700 (Western Indonesia Time),,,,
120506003937,0,0,240,50057454,1001150,0,6,2023,1,Tue Sep 19 2023 14:54:39 GMT+0700 (Western Indonesia Time),,,,
120506003938,0,0,240,0,0,0,6,2023,1,Tue Sep 19 2023 14:54:39 GMT+0700 (Western Indonesia Time),,,,
120506003939,0,0,240,25693455,513870,0,6,2023,1,Tue Sep 19 2023 14:54:39 GMT+0700 (Western Indonesia Time),,,,
120506003940,0,0,240,15234546,304691,0,6,2023,1,Tue Sep 19 2023 14:54:39 GMT+0700 (Western Indonesia Time),,,,
120506003941,0,0,240,267051,5342,0,6,2023,1,Tue Sep 19 2023 14:54:39 GMT+0700 (Western Indonesia Time),,,,
120506003942,0,0,240,206748,4135,0,6,2023,1,Tue Sep 19 2023 14:54:39 GMT+0700 (Western Indonesia Time),,,,
120506003943,0,0,240,0,0,0,6,2023,1,Tue Sep 19 2023 14:54:39 GMT+0700 (Western Indonesia Time),,,,
120506003944,0,0,240,10178182,203564,0,6,2023,1,Tue Sep 19 2023 14:54:39 GMT+0700 (Western Indonesia Time),,,,
120506003945,0,0,240,17182947,343659,0,6,2023,1,Tue Sep 19 2023 14:54:39 GMT+0700 (Western Indonesia Time),,,,
120506003946,0,0,240,0,0,0,6,2023,1,Tue Sep 19 2023 14:54:39 GMT+0700 (Western Indonesia Time),,,,
120506003947,0,0,240,400665964,8013320,0,6,2023,1,Tue Sep 19 2023 14:54:39 GMT+0700 (Western Indonesia Time),,,,
120506003948,0,0,240,264147727,5282955,0,6,2023,1,Tue Sep 19 2023 14:54:39 GMT+0700 (Western Indonesia Time),,,,
120506003949,0,0,240,146517000,2930340,0,6,2023,1,Tue Sep 19 2023 14:54:39 GMT+0700 (Western Indonesia Time),,,,
120506003950,0,0,240,3777271,1000000,0,6,2023,1,Tue Sep 19 2023 14:54:39 GMT+0700 (Western Indonesia Time),,,,
120506003951,0,0,480,43118250,862365,0,6,2023,1,Tue Sep 19 2023 14:54:39 GMT+0700 (Western Indonesia Time),,,,
120506003952,0,0,300,3435415040,2043842923,0,6,2023,1,Tue Sep 19 2023 14:54:39 GMT+0700 (Western Indonesia Time),,,,
