KODE_PUSAT_BIAYA,NAMA_PUSAT_BIAYA,FLAG,CRAETED_DATE,UPDATE_DATE
"2030202441","Sprvsr Vess Trffc Serv","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030204100","Bag Fas&Utilitas","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030204111","DGM Fas&Utilitas","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030204211","Mnj Fasilitas","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030204221","Sprvsr Perencanaan","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030204231","Sprvsr Survei","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030204311","Mnj Utilitas","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030204321","Sprvsr Utilitas","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030204411","Mnj Sistem Info","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030204421","Sprvsr Sistem Info","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030206100","Bag Keuangan & SDM","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030206111","DGM keuangan & SDM","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030206211","Mnj Angg & Akt","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030206221","Sprvsr Anggaran","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030206231","Sprvsr Akuntansi","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030206311","Mnj Perbendaharaan","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030206321","Sprvr Perbendaharaan","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030206331","Sprvsr Perpajakan","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030206411","Mnj SDM, Umum & KBL","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030206421","Sprvsr SDM","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030206431","Sprvsr Umum & KBL","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030301100","Kacab Panjang","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030301111","GM Cabang Panjang","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030308100","Bag Kepatuhan Bisnis","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030308111","DGM Kepatuhan Bisnis","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030308211","Mnj Hkm & Asurnsi","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030308221","Spv Hk Klaim & Asrns","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030308311","Mnj MR & Pengend Mutu","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030308321","Spv MR & Pengend Mtu","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030308411","Manjer HSSE","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030308421","Spv Lingkungan","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030308431","Spv K3, PMK & PFSO","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030308511","Mnj Pgdaan & Png Int","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030308521","Spv Pengadaan","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030308531","Spv Pengend Int","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030303100","Bag Komersial","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030303111","DGM Komersial","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030303211","Manajer Komersial","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030303221","Spv Pemsrn & Pntrfn","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030303231","Spv HUMAS & PP","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030303311","Mnjr Properti","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030303321","Spv Peng Tnh & Bgnan","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030303331","Spv Aneka Usaha","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030302100","Bag Operasi","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030302111","DGM Operasi","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030302211","Mnj Prnc Pgnd & OpUm","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030302221","Spv Prnc Pngnd & OpUm","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030302311","Mnj Prnc Pmnd","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030302321","Spv Prnc Pmnd & Pnund","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030302411","Mnj Ad Kpnd, Kom & PP","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030302421","Spv Adm Kpnd,Kom & PP","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030304100","Bag Fas&Utilitas","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030304111","DGM Fas&Utilitas","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030304211","Mnjr Fasilitas","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030304221","Spv Fasilitas","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030304311","Manjr Utilitas","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030304321","Spv Utilitas","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030304411","Mnjr Sistem Info","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030304421","Spv Sistem Info","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030306100","Bag Keuangan & SDM","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030306111","DGM keuangan & SDM","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030306211","Mnjr Keuangan","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030306221","Spv Angg & Akt","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030306231","Spv Perbend & Perpjkn","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030306311","Mnjr SDM, Um & KBL","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030306321","Spv SDM","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030306331","Spv Umum & KBL","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030401100","Kacab Teluk Bayur","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030401111","GM Cabang Teluk Bayur","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030408100","Bag Kepatuhan Bisnis","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030408111","DGM Kepatuhan Bisnis","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030408211","Mnjr Hkm & Pngdaan","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030408221","Spv Pengadaan","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030408231","Spv Hkm, Klm & Asrns","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030408311","Mnj MR, Pngnd In&Mtu","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030408321","Spv MR, Pngdn In&Mtu","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030408411","Mnjr HSSE","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030408421","Spv Lingkungan","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030408431","Spv K3, PMK, & PFSO","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030403100","Bag Komersial","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030403111","DGM Komersial","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030403211","Mnjr Komersial","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030403221","Spv Komersial","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030403311","Mnjr Properti","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030403321","Spv Properti","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030402100","Bag Operasi & Teknik","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030402111","DGM OpTek","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030402211","Mnj Prnc Pngnd &OpUm","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030402221","Spv Prnc Pngnd & OpUm","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030402311","Mnj Pely Kapal","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030402321","Spv Pely Kapal","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030402411","Mnj Fasil & Utili","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030402421","Spv Fasilitas","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030402431","Spv Utili & Sist Info","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030406100","Bag Keuangan & SDM","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030406111","DGM keuangan & SDM","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030406211","Mnjr Keuangan","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030406221","Spv Angg & Akuntansi","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030406231","Spv Perbend & Perpjkn","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030406311","Mnj SDM, Um & KBL","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030406321","Spv SDM, Um & KBL","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030501100","Kacab Palembang","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030501111","GM Cabang Palembang","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030508100","Bag Kepatuhan Bisnis","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030508111","DGM Kepatuhan Bisnis","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030508211","Mnj Hkm & Asrnsi","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030508221","Spv Hkm, Klm & Asrnsi","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030508311","Mnj MR & Pengend Mutu","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030508321","Spv MR & Pngnd Mutu","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030508411","Mnj HSSE","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030508421","Spv Lingkungan","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030508431","Spv K3, PMK & PFSO","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030508511","Mnj Pngdaan&Pngnd Int","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030508521","Spv Pengadaan","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030508531","Spv Pengend Internal","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030503100","Bag Komersial","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030503111","DGM Komersial","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030503211","Mnj Komersial","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030503221","Spv Komersial","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030503311","Mnj Properti","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030503321","Spv Properti","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030502100","Bag Operasi & Teknik","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030502111","DGM OpTek","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030502211","Mnj Prnc Pngnd &OpUm","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030502221","Spv Prnc Pngnd & OpUm","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030502311","Mnj Pely Kapal","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030502321","Spv Prnc & Op Pemndan","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030502331","Spv Kom & Prsrn Pmnd","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030502411","Mnjr Fasilitas","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030502421","Spv Fasilitas","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030502511","Mnj Utili & Sis Info","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030502521","Spv Utilitas","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030502531","Spv Sistem Info","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030506100","Bag Keuangan & SDM","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030506111","DGM keuangan & SDM","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030506211","Mnj Keuangan","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030506221","Spv Angg & Akt","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030506231","Spv Perbend & Perpjkn","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030506311","Mnj SDM, Umum & KBL","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030506321","Spv SDM","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030506331","Spv Umum & KBL","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030601100","Kacab Pontianak","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030601111","GM Cabang Pontianak","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030608100","Bag Kepatuhan Bisnis","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030608111","DGM Kepatuhan Bisnis","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030608211","Mnj Hkm & Asrnsi","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030608221","Spv Hkm, Klm & Asrnsi","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030608311","Mnj MR & Pengend Mutu","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030608321","Spv MR & Pngnd Mutu","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030608411","Mnj HSSE","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030608421","Spv Lingkungan","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030608431","Spv K3, PMK & PFSO","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030608511","Mnj Pngdaan&Pngnd Int","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030608521","Spv Pengadaan","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030608531","Spv Pengend Internal","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030603100","Bag Komersial","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030603111","DGM Komersial","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030603211","Mnj Komersial","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030603221","Spv Komersial","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030603311","Mnj Properti","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030603321","Spv Properti","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030602100","Bag Operasi & Teknik","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030602111","DGM OpTek","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030602211","Mnj Prnc Pngnd &OpUm","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030602221","Spv Prnc Pngnd & OpUm","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030602311","Mnj Pely Kapal","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030602321","Spv Prnc & Op Pemndan","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030602331","Spv Kom & Prsrn Pmnd","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030602411","Mnj Fasilitas","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030602421","Spv Fasilitas","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030602511","Mnj Utili & Sis Info","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030602521","Spv Utilitas","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030602531","Spv Sistem Info","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030606100","Bag Keuangan & SDM","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030606111","DGM keuangan & SDM","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030606211","Mnj Keuangan","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030606221","Spv Angg & Akt","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030606231","Spv Perbend & Perpjkn","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030606311","Mnj SDM, Umum & KBL","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030606321","Spv SDM","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030606331","Spv Umum & KBL","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2031401111","Pel Kws Term Kijing","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2031402111","Spv Lay Operasi","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2031406111","Spv Lay Pendukung","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2031501111","Pel Kawasan Sintete","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2031601111","Pel Kawasan Ketapang","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030701100","Kacab Cirebon","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030701111","GM Cabang Cirebon","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030708100","Bag Kepatuhan Bisnis","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030708111","DGM Kepatuhan Bisnis","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030708211","Mnj Hkm & Pngdaan","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030708221","Spv Pengadaan","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030708231","Spv Hkm, Klm & Asrns","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030708311","Mnj MR, Pngnd In&Mtu","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030708321","Spv MR, Pngdn In&Mtu","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030708411","Mnjr HSSE","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030708421","Spv Lingkungan","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030708431","Spv K3, PMK, & PFSO","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030703100","Bag Komersial","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030703111","DGM Komersial","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030703211","Mnj Komersial","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030703221","Spv Komersial","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030703311","Mnj Properti","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030703321","Spv Properti","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030702100","Bag Operasi & Teknik","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030702111","DGM OpTek","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030702211","Mnj Prnc Pngnd &OpUm","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030702221","Spv Prnc Pngnd & OpUm","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030702311","Mnj Pely Kapal","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030702321","Spv Pely Kapal","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030702411","Mnj Fasil & Utili","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030702421","Spv Fasilitas","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030702431","Spv Utili & Sist Info","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030706100","Bag Keuangan & SDM","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030706111","DGM keuangan & SDM","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030706211","Mnj Keuangan","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030706221","Spv Angg & Akuntansi","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030706231","Spv Perbend & Perpjkn","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030706311","Mnj SDM, Um & KBL","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030706321","Spv SDM, Um & KBL","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030801100","Kacab Sunda Kelapa","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030801111","GM Cabang Sunda Kelapa","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030808100","Bag Kepatuhan Bisnis","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030808111","DGM Kepatuhan Bisnis","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030808211","Manajer Hkm & Pngdn","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030808311","Mnjr MR, Pngnd In&Mt","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030808411","Manajer HSSE","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030803100","Bag Komersial","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030803111","DGM KomOpTek","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030803211","Manajer Komer & Prop","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030803311","Manajer Operasi","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030803411","Manajer Tek & SI","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
"2030806100","Bag Keuangan & SDM","Y","Thu Jun 08 2023 11:35:41 GMT+0700 (Western Indonesia Time)",
